OTU_ID,Mr.N.s3.14,BS.VP.14,Cp.R.VP.14,Mr.R.s3.14,Sc.R.VP.14,Ja.R.s4.14,Sc.N.VP.14,Cp.E.VP.14,Sc.E.VP.14,BS.s3.14,Ja.N.s4.14,Mr.E.s3.14,Ja.E.s4.14,Cp.N.VP.14,Nl.R.15,Ss.E.15,Nl.N.15,Yr.B.15,Yr.R.15,Nl.E.15,Ss.R.15,At.R.15,Pg.R.15,Ss.N.15,Mr.N.15,Mr.R.15,Pg.N.15,Nl.B.15,Pg.E.15,Mr.E.15,At.N.15,Ja.R.15,Mr.B.15,Yr.E.15,At.B.15,At.E.15,Pg.B.15,Ja.B.15,Yr.N.15,Ss.B.15
OTU_420,36,0,0,1,0,0,1,0,5,0,50,23,0,0,0,0,1,6,7,110,22,1,2,67,21,4,2,4,3,0,8,0,10,17,169,0,2,4,23,1
OTU_233,103,6,1,552,30,0,3,0,1,4,0,0,1,0,2,0,0,6,35,0,0,0,0,0,36,11,0,3,0,0,0,1,3,0,5,0,0,8,0,1
OTU_82,6,1,2,1,1283,1,17,0,0,0,0,1,3,1,3,0,2,2,3,0,4,13,0,0,0,9,5,1,1,0,1,0,0,0,0,0,0,0,0,221
OTU_68,197,2769,4,38,4,13,770,0,6,6,3,7,4,8,1,0,22,10,3,0,1,6,7,156,0,0,250,0,0,1,903,10,0,0,1,1,42,4,0,22
OTU_96,0,0,2,1,1,1277,0,2,0,3,212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_145,1,0,2,1,1,1447,0,1,0,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_194,19,44,1,18,114,162,1,0,0,2,74,0,1,150,8,0,6,9,6,2,0,0,142,0,0,0,495,8,0,1,0,7,0,0,1,0,14,7,0,0
OTU_121,19,10,570,46,25,16,5,1587,26,3,32,1,5,51,16,0,4,6,11,7,7,13,18,1,0,4,17,3,339,0,2,0,0,1,1,2,0,0,0,28
OTU_1,18,19,28,29,1352,18,104,33,51410,48,16,25,77,22,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
OTU_89,0,594,0,1,0,1,0,0,0,1,0,1,0,2,1,1,1,1,0,2,295,2,0,643,0,1,0,1,0,1,3,0,0,0,0,1,0,0,0,1446
OTU_24,20,16,27,18,26,32,31,23,41,51450,24,16,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0
OTU_47,3,3,3,4,3,2883,6,4,5,12,3663,2,9,4,1,0,0,1,220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,0
OTU_75,6,6,3,210,1,41,3,4,8,5,15,2750,10,1,0,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0
OTU_98,183,187,1,237,357,226,261,1829,186,14,765,17,11,623,143,1,112,60,79,99,0,182,261,23,21,195,87,668,107,2,64,26,225,13,16,2,11,9,202,16
OTU_5,8,419,15,5,745,17,22888,4,329,31,7,9,25,36,0,0,0,0,0,0,0,76,0,0,0,0,1,0,0,0,712,1,44,0,0,0,0,0,0,0
OTU_215,1,1,1,0,0,174,0,0,0,0,125,0,0,4,0,0,1,0,1,0,0,0,3,0,2,4,1,1,0,0,0,0,5,0,0,0,0,0,1,0
OTU_1179,2,0,0,0,96,1,1184,1,46,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5
OTU_403,6,108,51,6,42,0,25,5,1,0,0,0,1,445,2,0,0,0,4,0,3,4,11,0,0,0,10,6,0,0,3,0,0,0,0,0,3,0,0,0
OTU_30,1,2,3502,1,3,2,4,1,4,1,5,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_720,6,25,70,5,1376,11,153,5914,6939,19,5,6,29,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,20,0,0
OTU_20,295,0,1,86,0,683,1,0,0,0,497,0,3,1,8,2,2,6622,1198,3,3,1,2,2,2,1,1,22,1,4,0,1,1125,0,3,2,2,3,4446,2
OTU_13,46,109,8,39,21,75,7,7959,23,6,26,294,44,578,13,0,73,291,47,92,1546,747,95,131,5,111,150,151,1475,1,307,0,168,0,42,86,37,0,49,22
OTU_26,10,33,15,4,1855,5,168,7612,11412,30,16,5,19,326,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
OTU_175,0,0,673,0,3,0,3,5,0,2,1,2,2,426,2,0,0,0,0,0,1,0,118,0,0,0,83,1,5,1,0,0,0,0,0,0,6,0,0,0
OTU_33,2,5539,4,4,8,8,2,5,7,9,7,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_197,14,44,1,119,195,501,24,158,11,5,463,6,3,547,84,0,78,0,15,0,1,24,7,2,12,24,0,24,0,0,1,0,16,2,4,0,1,0,108,5
OTU_108,33,2,3,43,220,1,262,4,1352,16,11,719,7,1,0,0,0,50,0,0,0,0,0,0,85,20,0,0,0,0,0,0,16,0,0,0,2,0,0,0
OTU_50,123,69,3445,621,471,7,74,7,10,14,30,2,3,903,53,1,76,7,6,2,2,1372,1120,17,0,6,404,8,8,2,186,0,1,0,4,1,18,13,0,41
OTU_138,0,0,2,0,265,1,292,16,481,3,2,1,3,70,72,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
OTU_243,0,0,0,0,288,0,46,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_28,103,73,10,282,683,104,481,5290,4384,47,483,143,23,298,925,0,54,132,98,1149,1,70,4,0,71,390,2,463,1,1,13,639,49,1,11,0,8,21,19,0
OTU_10,47,44,501,115,8998,680,609,13,155,13,534,3,25,128,40,0,14,10,2,0,0,1029,43,11,6,52,40,22,0,0,175,0,0,0,1,2,2,9,0,125
OTU_246,184,0,0,76,2,0,0,0,1,2,0,350,0,0,2,0,579,13,55,0,1,9,14,1,0,2,2,17,1,0,236,0,0,0,8,1,67,10,4,0
OTU_35,63,10,6,32,43,3,48,23,5069,3,32,375,15,2,0,0,0,1,0,0,567,0,9,0,2,0,0,7,242,0,1,0,0,0,33,3,6,0,0,0
OTU_37,142,0,2,14,2,2,1,3,0,3649,1,2,2,0,2,0,0,2,1,0,1,0,3,3,0,2,0,0,2,0,0,2580,0,0,0,1,10,2,1,0
OTU_38,109,53,1690,825,66,925,54,5,4,200,848,4,9,93,44,1,83,80,593,3,1,300,735,418,94,3606,80,242,2,2,42,17,1410,0,143,3,15,223,67,4
OTU_32,4,2529,9,5,14,22,15,3068,9,21,14,4,11,8314,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_97,1,2,2,22,0,522,2,1,0,2,944,0,94,2,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_528,0,31,152,0,0,0,0,1,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_198,10,198,68,10,123,63,36,12,2,6,28,2,3,1358,2,0,0,0,10,0,1,259,18,12,0,7,3,5,0,0,12,0,3,0,1,2,5,0,9,2
OTU_70,213,36,5259,815,43,16,25,8,8,17,6,3,8,1038,515,1,362,85,390,5,6,748,1365,106,9,33,193,90,2,1,153,3,6,0,2,2,22,17,149,151
OTU_19,902,3,1,1974,1,3,1,2,0,2,2,1,3,0,1,1,0,13,2,4,2,1,5446,4,3,1,5331,1,17,1,0,2,4,1,0,1,834,1,2,19
OTU_45,167,15,1070,426,3267,370,255,9,16,122,178,1,12,435,33,0,21,42,128,0,1,326,235,21,6,103,288,7,18,29,38,151,20,0,12,2,17,232,41,17
OTU_287,20,2,2,69,267,69,20,0,0,3,117,1,1,4,29,1,72,33,165,0,0,67,65,0,1,11,2,16,0,0,5,0,0,0,2,0,1,19,21,0
OTU_44,27,826,994,286,264,1341,26,12,9,7,76,2,353,1776,248,0,10,0,0,0,0,2,287,17,1,1,23,11,0,0,1,0,0,0,2,1,2,3437,2,73
OTU_915,116,0,0,7,0,5,0,0,0,6,124,0,1,0,1,0,154,275,4,10,0,29,1,11,14,20,69,338,0,0,50,0,82,2,176,2,1,1,568,5
OTU_245,1,281,0,0,2,0,8,0,0,2,8,0,0,39,7,0,10,4,0,0,1,0,25,0,5,29,14,0,1,0,4,0,52,0,1,0,0,62,0,0
OTU_91,651,31,3,3872,61,4,61,3,2,9,3,3,6,12,50,0,50,0,67,0,0,235,65,0,2,29,7,38,0,0,26,1,0,0,12,2,0,46,15,4
OTU_230,1,1,0,5,124,0,452,0,12,1,1,0,0,7,0,0,0,2,3,0,0,0,0,0,196,62,0,42,2,0,0,0,54,0,1,0,1,0,0,0
OTU_48,4008,9,5,109,1,3,26,2,7,11,2,366,17,1,0,0,0,184,0,0,0,0,0,0,21,50,0,5,0,111,0,122,15,0,1,0,0,39,0,0
OTU_189,8,0,0,11,5,66,4,0,0,3,97,0,0,1,0,0,12,23,29,1,0,7,5,0,10,352,4,60,1,0,3,0,164,0,3,1,0,7,0,0
OTU_424,0,1,0,0,0,140,0,0,1,0,129,0,1,0,0,0,1,5,0,0,0,29,7,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
OTU_17,108,23,9,2468,10077,582,370,10,612,24,115,8,25,23,3,0,1,76,85,0,0,25,6,0,14,144,0,24,1,0,0,10,46,0,1,0,1,16,0,0
OTU_656,0,0,0,0,49,0,10,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_573,0,0,0,0,0,33,0,0,0,0,4,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
OTU_87,75,492,3561,159,16,26,16,5,13,14,19,3,7,2545,19,1,16,8,0,0,60,206,753,1285,3,5,879,8,2,0,27,0,3,0,66,1,39,53,0,376
OTU_56,3,1,1,42,3,1,1,1771,3,4,1,1950,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_183,63,0,86,71,5,38,4,1,174,7,29,529,167,0,2,0,17,414,7,1189,143,32,29,14,15,28,19,134,716,2,51,4,122,59,240,146,2,3,37,10
OTU_93,171,0,3,158,2,1,1,2,2,89,3,1624,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,361,0,131,0,0,0,1,0,11,0,0
OTU_448,0,9,200,4,107,1,37,0,0,1,12,0,0,218,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
OTU_317,3,0,119,0,15,256,3,0,1,0,27,0,1,71,0,0,1,11,3,0,0,7,0,0,0,34,0,35,0,0,0,0,5,0,0,0,1,0,0,0
OTU_78,1,50,63,1,103,3,34,2,0,3,1,0,1,920,8,0,0,3,2,1,11,5,28,1733,3,0,32,1,1,3,0,1,1,0,0,2,5,3,0,3134
OTU_772,2,0,0,0,0,0,1,0,0,15,37,0,0,8,0,0,4,2,1,0,0,3,0,0,4,41,0,16,0,0,1,0,0,0,3,0,0,0,0,0
OTU_25,29,117,113,7,796,8,498,14,4482,5,5,124,15,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,10
OTU_733,90,17,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,45,0,0,0,1,0,0,0,6,0
OTU_102,2,1,2,0,1,7,0,1376,2,2,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0
OTU_55,20,5,3,22,272,2,2450,2,3,14,4,0,3,5,0,0,0,40,0,0,0,0,0,0,0,6,11,0,0,0,0,186,192,0,0,0,1,0,0,0
OTU_474,1,3,77,3,0,0,0,0,1,0,0,0,0,4,14,0,3,0,1,0,0,19,6,0,0,0,3,2,1,0,17,0,0,0,0,0,0,0,0,0
OTU_737,36,0,0,60,0,20,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,4,0
OTU_77,406,3062,74,38,124,3,371,7,5,6,4,1,3,10,1,1,2,1571,35,1,3,80,6,822,1,0,5,113,1,3,221,1,0,0,1,1,46,22,2,0
OTU_251,228,55,151,551,90,49,15,1,8,1,56,1,8,178,116,0,92,5,80,2,0,163,521,12,0,23,270,55,48,0,29,0,6,0,3,1,25,15,66,444
OTU_302,0,0,429,0,1,1,0,1,1,2,0,0,1,9,0,0,0,0,0,0,0,19,27,0,0,0,17,1,0,0,7,0,0,0,2,0,1,0,0,2
OTU_342,0,0,0,0,1,1,0,531,2,0,0,0,2,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_88,1,29,1,2,88,741,17,62,1,7,663,3,2,173,57,0,58,25,28,27,1,1,32,14,11,153,27,160,1,1,0,0,1249,4,3,0,66,35,0,1
OTU_128,416,120,1,7,3,1,1318,1,3,5,0,0,2,2,1,0,5,143,1,1,2,7,2,1,1,2,173,3,0,1,167,1,17,0,5,0,355,1,0,8
OTU_185,0,194,382,0,1,1,0,58,2,1,2,0,1,96,1,0,0,0,1,0,0,0,2,0,0,0,8,0,2,0,0,0,0,0,0,0,73,0,0,0
OTU_1170,0,0,0,0,4,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_276,21,41,48,111,82,49,3,0,3,1,19,0,1,171,0,0,2,2,5,0,2,1,20,2,0,2,34,4,0,0,0,9,0,0,0,0,3,288,0,21
OTU_467,0,0,0,0,0,0,0,1,0,0,32,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_130,182,7,31,7,10,0,30,2,1,15,5,22,0,33,5,0,122,283,7,4,17,14,46,204,237,118,259,1172,28,2,238,0,862,2,796,3,20,1,320,52
OTU_160,0,1,1,0,384,0,66,5,8,1,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
OTU_488,15,0,0,16,0,41,0,0,1,0,117,3,1,0,0,0,4,4,9,1,1,0,0,0,5,58,0,2,0,0,1,136,61,0,0,0,0,8,0,0
OTU_415,18,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,113,0,0,0,0,9,0,0
OTU_392,13,9,0,0,8,43,25,21,6,0,13,0,0,0,4,0,5,36,11,0,9,6,18,0,2,4,13,118,0,0,13,0,0,0,0,0,7,0,0,6
OTU_834,10,0,0,21,0,35,0,19,1,1,7,5,0,2,1,0,0,0,0,43,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
OTU_120,157,430,0,20,12,6,314,1,130,2,132,7,1,28,1,0,48,549,2,2,19,9,7,1,41,9,125,900,0,1,280,1,0,1,0,1,273,1,1,87
OTU_285,2,1,2,3,2,1,0,2,4,8,2,2390,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
OTU_779,26,4,0,2,35,45,4,0,1,0,0,0,0,0,1,0,1,0,9,0,0,3,0,0,0,4,0,2,0,0,0,9,0,0,3,0,0,0,0,0
OTU_156,216,42,446,828,1504,152,47,9,6,8,57,0,6,154,27,0,25,37,390,1,2,292,273,4,2,10,98,39,2,0,10,0,32,0,14,5,1,87,40,54
OTU_79,44,9,0,28,43,162,7,1,2,0,83,1,0,13,4,1,11,214,2741,3,2,4,1,7,13,227,5,15,2,1,0,3,13,0,0,0,1,2,362,68
OTU_208,0,847,2,1,763,1,71,6,3,3,0,2,3,157,0,0,0,2,4,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,8,0,0
OTU_442,14,0,94,230,0,0,0,0,0,0,0,1,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0
OTU_299,0,47,74,0,4,3,2,4,2,0,1,0,0,476,0,0,3,0,0,0,0,0,11,17,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0
OTU_412,206,0,0,0,0,0,0,0,0,2,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_967,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_162,143,964,62,192,824,82,762,15,21,8,86,6,11,2588,20,1,2,3,101,0,1,331,51,9,4,56,52,17,0,0,8,46,26,0,13,3,11,9,3,2
OTU_1226,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_945,2,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,29,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_511,134,1,2,290,0,8,1,2,0,1,225,0,1,3,2,0,0,21,2,0,0,4,0,0,1,6,0,1,0,100,3,0,0,0,0,0,0,5,0,0
OTU_610,0,0,0,0,0,0,0,4,1,0,0,0,1,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1056,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_419,3,1,0,5,71,1,1,1,29,1,36,263,0,0,0,0,0,0,4,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_777,0,11,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0
OTU_346,3,0,0,103,0,38,0,0,0,0,60,357,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1097,16,1,0,8,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0
OTU_667,9,1,0,16,19,0,4,0,0,0,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0
OTU_405,0,0,200,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_383,1,1,193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_178,263,1,0,131,17,22,4,0,36,26,76,809,183,0,4,0,11,287,36,159,30,9,14,4,83,68,68,162,258,4,6,13,227,5,167,46,1,9,82,3
OTU_1442,0,1,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_309,598,1,0,212,1,1,0,2,2,0,2,1,1,1,0,0,0,1,14,0,0,0,0,0,2,11,0,0,0,448,0,4,1,0,0,1,0,42,0,0
OTU_311,0,15,0,0,0,0,1,0,0,0,0,0,0,233,7,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158,31,40,114,390,149,266,21,2,2,2,70,0,2,81,16,0,49,73,121,0,0,47,62,9,8,233,72,34,4,0,4,15,95,0,7,1,9,67,39,21
OTU_92,19,0,0,0,0,351,0,1,1,1,64,0,0,7,40,0,114,0,0,0,0,1,38,0,0,16,17,1216,1,0,0,0,0,0,0,0,2,0,0,0
OTU_203,9,0,1,60,0,0,0,0,3,42,0,577,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,6,0,0,36,0,0,0,0,2,0,0
OTU_140,1,0,1,1,5,0,9,2,868,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_257,2,0,0,230,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_114,0,1,3,2,3,0,0,834,1,2,0,0,0,5,0,0,0,10,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0
OTU_1089,1,0,0,0,3,0,0,0,0,4,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0
OTU_72,1,4,2249,2,1,1,3,0,5,3,3,0,2,7,0,0,0,0,0,0,2,0,16,194,1,0,417,1,0,0,0,0,0,0,0,0,434,0,0,0
OTU_65,253,1,0,149,3,131,0,1,2,2,66,0,2,8,803,0,1852,2,0,0,10,1,23,5,12,99,48,1017,2,1,0,3,0,0,1,0,2,5,0,126
OTU_628,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_141,153,1,2,666,54,2,14,0,2,2,0,0,1,5,9,0,5,33,2,0,0,32,0,2,2,19,7,5,0,0,1,0,0,0,6,0,0,46,0,5
OTU_1178,0,0,0,0,16,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_220,45,8,2,35,13,0,22,0,102,19,22,449,0,0,0,0,0,127,0,17,0,6,0,0,0,24,0,37,0,0,19,0,0,0,1,0,0,9,0,0
OTU_286,280,0,1,23,0,8,1,0,2,2,88,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_268,0,547,1,1,48,1,156,2,1,1,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_349,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
OTU_408,93,0,0,356,0,11,1,0,0,1,2,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,32,0,0
OTU_51,22,0,0,20,33,1,14,1,12,7,3,1874,4,0,1,0,0,73,0,0,0,0,0,0,0,0,0,2,0,8,0,22,0,0,0,0,0,8,0,3
OTU_262,4,128,81,10,2,30,16,0,1,0,1,0,2,334,7,0,2,0,17,0,2,0,56,8,0,0,70,2,0,0,0,0,0,0,0,0,1,0,0,11
OTU_122,651,201,84,322,121,28,18,4,7,1,5,1,5,710,48,1,41,19,618,7,0,15,607,6,2,29,718,820,0,0,4,0,0,0,1,1,31,113,225,29
OTU_228,0,5,803,1,0,1,0,2,1,2,1,0,4,3,0,0,0,0,0,0,0,0,19,2,0,0,13,0,0,0,0,0,0,0,2,0,0,1,0,2
OTU_255,0,0,0,0,381,0,49,1,9,0,0,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_210,68,0,0,56,1,17,0,1,0,2,76,170,10,0,1,1,11,34,4,6,108,11,1,39,32,68,49,352,301,0,34,0,81,1,169,7,2,1,0,26
OTU_168,673,0,1,12,0,8,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_441,2,0,0,70,14,0,2,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_165,59,84,0,177,14,22,2,1,0,1,2,0,2,18,108,0,427,0,3,1,1,10,127,5,1,0,209,62,0,0,1,0,8,0,0,0,2,1,0,16
OTU_665,0,0,0,3,1,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_153,1031,0,1,0,1,1,1,0,1,1,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
OTU_150,1,1,222,11,1035,5,197,2,3,6,0,0,1,78,0,0,1,0,6,0,0,15,1,5,0,0,11,0,1,0,2,0,0,0,0,0,0,5,0,9
OTU_115,247,0,2,518,1,10,0,1,0,1,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2,1296,2,35,0,0,0,2,1,49,0,0
OTU_426,1,31,122,2,0,50,1,13,3,0,0,0,0,387,0,0,0,1,0,0,3,0,162,0,0,0,105,1,0,0,0,0,0,0,0,0,3,0,0,60
OTU_200,168,11,1,568,13,158,8,2,0,14,343,3,11,1,223,1,210,78,206,18,0,716,113,25,22,299,35,225,2,6,85,137,435,1,169,2,7,216,0,19
OTU_61,28,7,0,287,8,280,0,2,0,8,37,0,0,20,6,0,3,3,14,1,2,1,205,44,3,44,71,0,1,2,0,0,31,1,0,3,16,2028,0,266
OTU_683,0,0,0,0,0,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_232,0,42,507,0,22,66,14,2,2,0,164,1,3,119,96,0,104,0,15,2,0,36,252,9,1,11,46,6,4,2,1,0,18,0,13,0,5,0,0,6
OTU_400,1,38,0,0,1,9,5,0,0,1,55,0,0,45,2,0,0,0,1,0,0,1,103,1,0,0,7,2,2,0,1,0,0,0,1,0,0,38,0,0
OTU_136,0,23,1,0,2,0,1,1,0,0,1,346,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,741,0,0,0,0,0,0,0,0,0,0
OTU_850,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_658,0,0,36,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,20,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_497,0,0,0,0,1,0,0,0,0,0,0,0,0,34,0,0,1,0,0,0,0,0,25,3,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_356,53,6,1,72,309,44,122,0,0,2,170,2,2,59,8,0,29,0,5,0,0,13,0,9,0,0,4,3,1,0,1,0,18,0,4,0,0,11,0,23
OTU_86,407,14,104,237,0,0,0,0,1,0,0,1,1,1,1,0,0,1121,3,0,0,0,0,1,0,14,0,0,0,0,3,0,0,0,2,1,0,2,0,0
OTU_712,0,2,0,0,0,18,0,11,0,0,39,0,0,15,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
OTU_235,0,0,195,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_452,29,0,10,100,52,14,9,1,0,8,0,0,0,14,1,0,4,0,2,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,1,0,0,3,0,0
