OTU_ID,Mr.N.s3.14,BS.VP.14,Cp.R.VP.14,Mr.R.s3.14,Sc.R.VP.14,Ja.R.s4.14,Sc.N.VP.14,Cp.E.VP.14,Sc.E.VP.14,BS.s3.14,Ja.N.s4.14,Mr.E.s3.14,Ja.E.s4.14,Cp.N.VP.14,Nl.R.15,Ss.E.15,Nl.N.15,Yr.B.15,Yr.R.15,Nl.E.15,Ss.R.15,At.R.15,Pg.R.15,Ss.N.15,Mr.N.15,Mr.R.15,Pg.N.15,Nl.B.15,Pg.E.15,Mr.E.15,At.N.15,Ja.R.15,Mr.B.15,Yr.E.15,At.B.15,At.E.15,Pg.B.15,Ja.B.15,Yr.N.15,Ss.B.15
OTU_363,95,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_560,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1224,0,3,0,0,6,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_531,4,0,0,0,3,0,3,0,64,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_532,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,1,0,0,0
OTU_499,0,0,0,0,101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_494,0,0,0,6,0,118,0,0,0,0,70,0,0,0,0,0,0,0,1,0,1,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_623,0,41,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
OTU_748,0,0,0,0,0,23,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_288,0,0,204,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_572,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_397,0,0,131,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,72,15,0,0,29,0,0,0,0,0,0,0,0,0,8,0,0,0
OTU_1064,1,4,0,0,5,31,4,0,1,0,25,0,0,2,0,0,0,0,3,0,1,2,10,0,0,5,25,10,1,0,3,0,0,0,0,0,2,0,0,8
OTU_124,15,2,0,11,0,28,1,0,0,0,97,20,7,0,0,0,6,34,2,27,0,0,1,1,247,710,0,375,1,0,1,0,364,3,1,1,0,1,19,1
OTU_489,0,3,0,0,0,1,0,2,1,0,0,0,0,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1053,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_592,0,0,0,2,54,0,3,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_869,0,0,0,16,8,0,0,0,0,3,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
OTU_515,0,34,0,0,0,0,0,2,0,1,1,0,0,73,0,0,0,0,0,0,0,0,23,17,0,0,47,0,0,0,0,0,0,0,0,0,9,0,0,2
OTU_660,0,0,0,4,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,7,0,0
OTU_1093,1,0,0,3,10,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1297,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_465,10,1,19,16,4,4,0,0,0,22,0,1,0,0,1,0,0,50,0,0,0,0,0,11,0,0,0,23,0,0,1,90,0,0,3,0,1,0,0,0
OTU_974,4,0,0,0,0,41,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0
OTU_817,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
OTU_966,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_872,16,0,0,16,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1339,0,5,0,0,60,0,7,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,1,11,0,0,0,0,1,0,5,0,0,0,0,0,0,1
OTU_707,0,5,64,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,6
OTU_632,58,1,0,10,1,40,0,0,0,0,121,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0
OTU_295,0,0,0,0,4,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_289,12,0,0,5,12,22,3,0,0,0,13,0,0,5,0,0,2,0,0,0,0,2,0,281,239,4,0,4,1,1,33,0,32,0,115,0,1,1,21,66
OTU_596,0,0,0,0,0,0,0,0,0,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_714,0,4,31,1,192,0,53,7,2,0,0,0,1,12,2,0,0,1,0,0,0,4,0,1,0,0,0,0,0,23,1,0,0,0,1,0,0,0,0,0
OTU_362,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,158,0,0,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,0,0,0,14
OTU_1404,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_256,174,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,28,1,0,1,0,0,0,0,1,0,1,0,0,0,109,13,0,0,0,0,311,0,0
OTU_1270,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1079,7,3,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU_1104,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_207,0,4,0,0,0,0,0,1,0,0,1,0,0,24,1,1,0,0,0,0,80,0,0,36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,715
OTU_522,3,1,0,11,43,62,14,1,0,0,9,0,4,12,2,0,0,0,3,0,0,3,0,5,0,0,0,0,0,1,26,5,0,0,0,0,0,5,0,13
OTU_746,0,0,0,7,7,0,6,0,0,1,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_438,30,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,7,21,0,2,0,0,0,58,0,0,4,5,0,0,34,0,45,0,48,0,0,0,0,8
OTU_196,0,0,0,0,0,21,0,0,0,0,0,0,0,0,332,0,80,0,0,163,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_437,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1140,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
OTU_459,27,0,0,50,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_222,0,32,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,1,236,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_209,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,319,1,4,0,0,0,6,0,0,4,2,2,0,0,2,0,0,1,1,0,1,1,0,0
OTU_964,0,0,0,0,0,22,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_391,1,0,39,0,28,0,0,0,0,0,0,0,0,0,3,0,1,153,0,0,0,0,1,0,0,11,2,7,0,0,0,0,8,0,0,0,0,0,0,0
OTU_1337,13,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1088,0,1,0,1,1,55,0,0,0,0,16,0,0,8,0,0,0,109,175,0,2,2,0,7,0,3,6,0,0,0,0,0,0,0,0,0,0,1,35,37
OTU_824,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1274,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_374,0,4,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_94,0,12,0,0,1,13,0,0,0,0,2,0,0,1,2,1,1,1,0,9,5,43,2,2215,2,3,0,49,2,2,297,0,2,0,125,0,0,1,0,1001
OTU_671,0,0,0,0,0,79,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_401,0,6,163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1188,0,0,0,0,13,0,1,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_639,0,0,0,0,0,150,0,2,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0
OTU_60,0,1,0,0,0,0,1,2,172,2,9,0,0,14,10,1,731,2,2,3,2,1,1,3,1,1,3,357,1,1159,2,3352,1,0,5,0,1,3,0,2
OTU_708,21,0,1,75,0,0,1,0,0,59,0,7,0,0,1,0,2,0,0,0,0,0,0,0,0,4,0,4,0,0,0,66,4,0,0,0,0,30,0,0
OTU_629,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_301,0,0,1,0,0,0,0,95,0,0,0,0,0,2,1,0,0,1,0,0,445,9,0,2,0,0,0,0,45,0,2,0,0,0,0,128,0,0,0,4
OTU_747,0,12,0,0,0,0,0,5,1,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_617,0,0,22,0,0,16,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_306,0,0,0,0,0,18,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,1,0,24,0,1,0,0,0,201,0
OTU_762,1,0,0,1,0,1,0,0,0,22,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_6,0,0,0,0,0,21,0,0,0,0,0,0,7,0,17,21566,31,16,7,10,7,12,7,7,7,3,26,5,5,3,3,10,124,4,4,17,13,30,3,67
OTU_807,0,23,0,0,8,0,0,0,2,0,0,0,0,22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_724,67,0,0,9,0,0,0,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1292,6,3,0,19,0,0,2,0,0,0,24,0,0,0,1,0,0,0,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_327,26,0,0,2,9,10,4,1,4,18,30,65,0,0,0,0,1,23,5,64,42,1,0,89,41,4,4,8,1,0,21,2,86,33,399,2,11,4,0,15
OTU_1229,0,53,0,0,1,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_500,10,0,0,0,4,0,12,0,7,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,129,2,0,0,0,0,0,0,10,0,10,0,0,0,16,0
OTU_999,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0
OTU_1057,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1086,0,0,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_800,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_406,0,5,148,1,0,0,0,0,1,0,1,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_973,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_593,32,2,0,5,0,0,5,0,0,0,0,0,1,0,0,0,4,51,1,0,1,18,2,1,0,0,5,6,0,0,22,0,0,0,2,0,9,0,1,0
OTU_422,21,0,0,72,31,0,6,1,0,1,5,0,0,6,6,0,0,0,14,0,0,0,0,0,8,137,0,0,0,0,0,0,14,0,0,0,0,52,0,0
OTU_717,0,0,0,0,0,0,0,5,0,0,0,0,0,38,0,0,0,0,0,1,7,8,2,1,0,0,11,0,2,0,1,0,0,0,9,0,1,0,0,0
OTU_920,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
OTU_456,0,0,0,0,2,44,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0
OTU_696,6,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
OTU_669,25,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_357,2,31,0,0,0,0,4,11,0,0,1,0,0,131,0,0,1,3,24,0,0,10,0,1,0,4,2,1,0,0,3,0,15,0,0,0,0,0,0,0
OTU_668,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1341,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_958,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_932,0,0,0,0,6,10,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1039,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_995,0,3,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,3,1,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11
OTU_811,9,0,0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_832,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_956,0,0,0,0,52,0,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_372,0,0,0,0,0,46,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1204,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
OTU_498,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
OTU_218,16,0,0,67,4,0,3,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,426,0,1,0,6,0,0,0,0,0,0,0,9,0,0
OTU_949,0,0,0,0,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_481,0,0,0,0,0,0,0,0,0,71,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,13,0,0,6,1,0,0,0,0,0,0
OTU_1376,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_143,0,0,0,16,50,0,27,0,0,11,0,0,0,0,2,0,0,0,6,1,0,0,1,0,0,7,1,0,0,795,0,11,8,0,0,0,1,4,0,0
OTU_502,53,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_821,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_875,0,0,0,1,0,18,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,1,0,0,0
OTU_1236,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_601,42,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_595,5,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,12,0,0,0,0,0,271,0,0,1,0,1,0,1,10,0,0,0,0,0,0,1
OTU_838,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1130,14,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_692,2,0,0,0,23,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1439,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1316,0,0,0,0,1,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_739,7,0,0,5,0,4,0,0,1,1,21,6,0,0,0,0,1,18,3,4,1,3,0,0,7,11,6,30,12,0,2,0,16,0,2,0,4,0,13,0
OTU_948,42,0,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
OTU_119,6,0,83,12,0,1,0,0,0,0,26,0,0,0,303,1,769,1,9,2,2,2,33,0,0,6,5,12,0,0,1,1,7,0,0,1,199,55,26,3
OTU_931,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_987,0,0,0,0,0,37,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU_1212,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
OTU_980,0,0,0,1,22,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0
OTU_657,50,0,0,8,0,0,4,0,0,1,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,8,0,5,0,0,0,0,0,5,0,1
OTU_371,0,2,0,0,1,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,256,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,4
OTU_759,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_924,23,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_435,0,10,0,0,0,0,0,48,0,1,11,1,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_730,1,1,0,0,0,0,0,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_365,0,0,0,0,0,0,0,1,0,0,104,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_508,1,0,0,4,0,0,0,1,0,0,39,0,0,0,3,0,0,0,0,0,0,0,0,0,5,39,0,15,0,0,0,0,18,0,0,0,0,0,0,0
OTU_600,0,5,0,0,1,0,0,20,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_579,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_556,0,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_891,0,21,0,0,0,0,4,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_603,18,0,0,52,0,0,0,0,0,0,15,0,0,0,0,0,0,1,14,0,1,0,0,0,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_645,0,0,0,0,14,0,9,0,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_941,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1017,2,0,1,43,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_570,0,0,0,1,22,0,0,0,151,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
OTU_853,0,1,0,2,3,21,0,0,0,0,0,1,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
OTU_473,6,0,0,103,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_381,0,0,0,0,0,43,0,0,1,0,20,0,0,0,45,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_827,0,0,0,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1251,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_388,26,0,0,26,0,0,0,0,0,6,0,0,0,0,13,0,12,0,0,0,0,0,1,0,3,233,0,26,0,0,0,18,188,0,0,0,0,2,0,0
OTU_921,0,0,0,0,0,35,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_211,0,0,0,0,0,20,0,0,0,0,32,0,0,0,1,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0
OTU_960,39,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
OTU_611,1,0,0,0,0,54,0,0,0,1,10,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,0,0
OTU_1553,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_1000,5,3,0,1,0,0,2,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
OTU_914,3,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
OTU_1452,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1043,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
